Account,Account_Type,Region,Product_Category,Channel,Month,Version,Amount
COGS,EXP,North,Beverages,General Trade,2025-10,Actual,3023341
Marketing,EXP,North,Beverages,General Trade,2025-10,Actual,431906
Distribution,EXP,North,Beverages,General Trade,2025-10,Actual,323929
Salary,EXP,North,Beverages,General Trade,2025-10,Actual,611867
Freight,EXP,North,Beverages,General Trade,2025-10,Actual,179961
Other_Opex,EXP,North,Beverages,General Trade,2025-10,Actual,251945
Gross_Sales,INC,North,Beverages,General Trade,2025-11,Actual,8507237
COGS,EXP,North,Beverages,General Trade,2025-11,Actual,3573040
Marketing,EXP,North,Beverages,General Trade,2025-11,Actual,510434
Distribution,EXP,North,Beverages,General Trade,2025-11,Actual,382826
Salary,EXP,North,Beverages,General Trade,2025-11,Actual,723115
Freight,EXP,North,Beverages,General Trade,2025-11,Actual,212681
Other_Opex,EXP,North,Beverages,General Trade,2025-11,Actual,297753
Gross_Sales,INC,North,Beverages,General Trade,2025-12,Actual,7078285
COGS,EXP,North,Beverages,General Trade,2025-12,Actual,2972880
Marketing,EXP,North,Beverages,General Trade,2025-12,Actual,424697
Distribution,EXP,North,Beverages,General Trade,2025-12,Actual,318523
Salary,EXP,North,Beverages,General Trade,2025-12,Actual,601654
Freight,EXP,North,Beverages,General Trade,2025-12,Actual,176957
Other_Opex,EXP,North,Beverages,General Trade,2025-12,Actual,247740
Gross_Sales,INC,North,Beverages,General Trade,2026-01,Actual,6130300
COGS,EXP,North,Beverages,General Trade,2026-01,Actual,2574726
Marketing,EXP,North,Beverages,General Trade,2026-01,Actual,367818
Distribution,EXP,North,Beverages,General Trade,2026-01,Actual,275864
Salary,EXP,North,Beverages,General Trade,2026-01,Actual,521076
Freight,EXP,North,Beverages,General Trade,2026-01,Actual,153258
Other_Opex,EXP,North,Beverages,General Trade,2026-01,Actual,214561
Gross_Sales,INC,North,Beverages,General Trade,2026-02,Actual,6509492
COGS,EXP,North,Beverages,General Trade,2026-02,Actual,2733987
Marketing,EXP,North,Beverages,General Trade,2026-02,Actual,390570
Distribution,EXP,North,Beverages,General Trade,2026-02,Actual,292927
Salary,EXP,North,Beverages,General Trade,2026-02,Actual,553307
Freight,EXP,North,Beverages,General Trade,2026-02,Actual,162737
Other_Opex,EXP,North,Beverages,General Trade,2026-02,Actual,227832
Gross_Sales,INC,North,Beverages,General Trade,2026-03,Actual,6825489
COGS,EXP,North,Beverages,General Trade,2026-03,Actual,2866705
Marketing,EXP,North,Beverages,General Trade,2026-03,Actual,409529
Distribution,EXP,North,Beverages,General Trade,2026-03,Actual,307147
Salary,EXP,North,Beverages,General Trade,2026-03,Actual,580167
Freight,EXP,North,Beverages,General Trade,2026-03,Actual,170637
Other_Opex,EXP,North,Beverages,General Trade,2026-03,Actual,238892
Gross_Sales,INC,North,Beverages,Modern Trade,2025-04,Actual,7204681
COGS,EXP,North,Beverages,Modern Trade,2025-04,Actual,3025966
Marketing,EXP,North,Beverages,Modern Trade,2025-04,Actual,432281
Distribution,EXP,North,Beverages,Modern Trade,2025-04,Actual,324211
Salary,EXP,North,Beverages,Modern Trade,2025-04,Actual,612398
Freight,EXP,North,Beverages,Modern Trade,2025-04,Actual,180117
Other_Opex,EXP,North,Beverages,Modern Trade,2025-04,Actual,252164
Gross_Sales,INC,North,Beverages,Modern Trade,2025-05,Actual,7564918
COGS,EXP,North,Beverages,Modern Trade,2025-05,Actual,3177266
Marketing,EXP,North,Beverages,Modern Trade,2025-05,Actual,453895
Distribution,EXP,North,Beverages,Modern Trade,2025-05,Actual,340421
Salary,EXP,North,Beverages,Modern Trade,2025-05,Actual,643018
Freight,EXP,North,Beverages,Modern Trade,2025-05,Actual,189123
Other_Opex,EXP,North,Beverages,Modern Trade,2025-05,Actual,264772
Gross_Sales,INC,North,Beverages,Modern Trade,2025-06,Actual,6051937
COGS,EXP,North,Beverages,Modern Trade,2025-06,Actual,2541814
Marketing,EXP,North,Beverages,Modern Trade,2025-06,Actual,363116
Distribution,EXP,North,Beverages,Modern Trade,2025-06,Actual,272337
Salary,EXP,North,Beverages,Modern Trade,2025-06,Actual,514415
Freight,EXP,North,Beverages,Modern Trade,2025-06,Actual,151298
Other_Opex,EXP,North,Beverages,Modern Trade,2025-06,Actual,211818
Gross_Sales,INC,North,Beverages,Modern Trade,2025-07,Actual,5835795
COGS,EXP,North,Beverages,Modern Trade,2025-07,Actual,2451034
Marketing,EXP,North,Beverages,Modern Trade,2025-07,Actual,350148
Distribution,EXP,North,Beverages,Modern Trade,2025-07,Actual,262611
Salary,EXP,North,Beverages,Modern Trade,2025-07,Actual,496043
Freight,EXP,North,Beverages,Modern Trade,2025-07,Actual,145895
Other_Opex,EXP,North,Beverages,Modern Trade,2025-07,Actual,204253
Gross_Sales,INC,North,Beverages,Modern Trade,2025-08,Actual,6268073
COGS,EXP,North,Beverages,Modern Trade,2025-08,Actual,2632591
Marketing,EXP,North,Beverages,Modern Trade,2025-08,Actual,376084
Distribution,EXP,North,Beverages,Modern Trade,2025-08,Actual,282063
Salary,EXP,North,Beverages,Modern Trade,2025-08,Actual,532786
Freight,EXP,North,Beverages,Modern Trade,2025-08,Actual,156702
Other_Opex,EXP,North,Beverages,Modern Trade,2025-08,Actual,219383
Gross_Sales,INC,North,Beverages,Modern Trade,2025-09,Actual,6844452
COGS,EXP,North,Beverages,Modern Trade,2025-09,Actual,2874670
Marketing,EXP,North,Beverages,Modern Trade,2025-09,Actual,410667
Distribution,EXP,North,Beverages,Modern Trade,2025-09,Actual,308000
Salary,EXP,North,Beverages,Modern Trade,2025-09,Actual,581778
Freight,EXP,North,Beverages,Modern Trade,2025-09,Actual,171111
Other_Opex,EXP,North,Beverages,Modern Trade,2025-09,Actual,239556
Gross_Sales,INC,North,Beverages,Modern Trade,2025-10,Actual,8206213
COGS,EXP,North,Beverages,Modern Trade,2025-10,Actual,3446609
Marketing,EXP,North,Beverages,Modern Trade,2025-10,Actual,492373
Distribution,EXP,North,Beverages,Modern Trade,2025-10,Actual,369280
Salary,EXP,North,Beverages,Modern Trade,2025-10,Actual,697528
Freight,EXP,North,Beverages,Modern Trade,2025-10,Actual,205155
Other_Opex,EXP,North,Beverages,Modern Trade,2025-10,Actual,287217
Gross_Sales,INC,North,Beverages,Modern Trade,2025-11,Actual,9698247
COGS,EXP,North,Beverages,Modern Trade,2025-11,Actual,4073264
Marketing,EXP,North,Beverages,Modern Trade,2025-11,Actual,581895
Distribution,EXP,North,Beverages,Modern Trade,2025-11,Actual,436421
Salary,EXP,North,Beverages,Modern Trade,2025-11,Actual,824351
Freight,EXP,North,Beverages,Modern Trade,2025-11,Actual,242456
Other_Opex,EXP,North,Beverages,Modern Trade,2025-11,Actual,339439
Gross_Sales,INC,North,Beverages,Modern Trade,2025-12,Actual,8069243
COGS,EXP,North,Beverages,Modern Trade,2025-12,Actual,3389082
Marketing,EXP,North,Beverages,Modern Trade,2025-12,Actual,484155
Distribution,EXP,North,Beverages,Modern Trade,2025-12,Actual,363116
Salary,EXP,North,Beverages,Modern Trade,2025-12,Actual,685886
Freight,EXP,North,Beverages,Modern Trade,2025-12,Actual,201731
Other_Opex,EXP,North,Beverages,Modern Trade,2025-12,Actual,282424
Gross_Sales,INC,North,Beverages,Modern Trade,2026-01,Actual,6988542
COGS,EXP,North,Beverages,Modern Trade,2026-01,Actual,2935188
Marketing,EXP,North,Beverages,Modern Trade,2026-01,Actual,419313
Distribution,EXP,North,Beverages,Modern Trade,2026-01,Actual,314484
Salary,EXP,North,Beverages,Modern Trade,2026-01,Actual,594026
Freight,EXP,North,Beverages,Modern Trade,2026-01,Actual,174714
Other_Opex,EXP,North,Beverages,Modern Trade,2026-01,Actual,244599
Gross_Sales,INC,North,Beverages,Modern Trade,2026-02,Actual,7420820
COGS,EXP,North,Beverages,Modern Trade,2026-02,Actual,3116744
Marketing,EXP,North,Beverages,Modern Trade,2026-02,Actual,445249
Distribution,EXP,North,Beverages,Modern Trade,2026-02,Actual,333937
Salary,EXP,North,Beverages,Modern Trade,2026-02,Actual,630770
Freight,EXP,North,Beverages,Modern Trade,2026-02,Actual,185520
Other_Opex,EXP,North,Beverages,Modern Trade,2026-02,Actual,259729
Gross_Sales,INC,North,Beverages,Modern Trade,2026-03,Actual,7781059
COGS,EXP,North,Beverages,Modern Trade,2026-03,Actual,3268045
Marketing,EXP,North,Beverages,Modern Trade,2026-03,Actual,466864
Distribution,EXP,North,Beverages,Modern Trade,2026-03,Actual,350148
Salary,EXP,North,Beverages,Modern Trade,2026-03,Actual,661390
Freight,EXP,North,Beverages,Modern Trade,2026-03,Actual,194526
Other_Opex,EXP,North,Beverages,Modern Trade,2026-03,Actual,272337
Gross_Sales,INC,North,Beverages,Quick Commerce,2025-04,Actual,6139904
COGS,EXP,North,Beverages,Quick Commerce,2025-04,Actual,2578760
Marketing,EXP,North,Beverages,Quick Commerce,2025-04,Actual,368394
Distribution,EXP,North,Beverages,Quick Commerce,2025-04,Actual,276296
Salary,EXP,North,Beverages,Quick Commerce,2025-04,Actual,521892
Freight,EXP,North,Beverages,Quick Commerce,2025-04,Actual,153498
Other_Opex,EXP,North,Beverages,Quick Commerce,2025-04,Actual,214897
Gross_Sales,INC,North,Beverages,Quick Commerce,2025-05,Actual,6532377
COGS,EXP,North,Beverages,Quick Commerce,2025-05,Actual,2743598
Marketing,EXP,North,Beverages,Quick Commerce,2025-05,Actual,391943
Distribution,EXP,North,Beverages,Quick Commerce,2025-05,Actual,293957
Salary,EXP,North,Beverages,Quick Commerce,2025-05,Actual,555252
Freight,EXP,North,Beverages,Quick Commerce,2025-05,Actual,163309
Other_Opex,EXP,North,Beverages,Quick Commerce,2025-05,Actual,228633
Gross_Sales,INC,North,Beverages,Quick Commerce,2025-06,Actual,5294273
COGS,EXP,North,Beverages,Quick Commerce,2025-06,Actual,2223595
Marketing,EXP,North,Beverages,Quick Commerce,2025-06,Actual,317656
Distribution,EXP,North,Beverages,Quick Commerce,2025-06,Actual,238242
Salary,EXP,North,Beverages,Quick Commerce,2025-06,Actual,450013
Freight,EXP,North,Beverages,Quick Commerce,2025-06,Actual,132357
Other_Opex,EXP,North,Beverages,Quick Commerce,2025-06,Actual,185300
Gross_Sales,INC,North,Beverages,Quick Commerce,2025-07,Actual,5171131
COGS,EXP,North,Beverages,Quick Commerce,2025-07,Actual,2171875
Marketing,EXP,North,Beverages,Quick Commerce,2025-07,Actual,310268
Distribution,EXP,North,Beverages,Quick Commerce,2025-07,Actual,232701
Salary,EXP,North,Beverages,Quick Commerce,2025-07,Actual,439546
Freight,EXP,North,Beverages,Quick Commerce,2025-07,Actual,129278
Other_Opex,EXP,North,Beverages,Quick Commerce,2025-07,Actual,180990
Gross_Sales,INC,North,Beverages,Quick Commerce,2025-08,Actual,5624989
COGS,EXP,North,Beverages,Quick Commerce,2025-08,Actual,2362495
Marketing,EXP,North,Beverages,Quick Commerce,2025-08,Actual,337499
Distribution,EXP,North,Beverages,Quick Commerce,2025-08,Actual,253125
Salary,EXP,North,Beverages,Quick Commerce,2025-08,Actual,478124
Freight,EXP,North,Beverages,Quick Commerce,2025-08,Actual,140625
Other_Opex,EXP,North,Beverages,Quick Commerce,2025-08,Actual,196875
Gross_Sales,INC,North,Beverages,Quick Commerce,2025-09,Actual,6219565
COGS,EXP,North,Beverages,Quick Commerce,2025-09,Actual,2612217
Marketing,EXP,North,Beverages,Quick Commerce,2025-09,Actual,373174
Distribution,EXP,North,Beverages,Quick Commerce,2025-09,Actual,279880
Salary,EXP,North,Beverages,Quick Commerce,2025-09,Actual,528663
Freight,EXP,North,Beverages,Quick Commerce,2025-09,Actual,155489
Other_Opex,EXP,North,Beverages,Quick Commerce,2025-09,Actual,217685
Gross_Sales,INC,North,Beverages,Quick Commerce,2025-10,Actual,7549713
COGS,EXP,North,Beverages,Quick Commerce,2025-10,Actual,3170879
Marketing,EXP,North,Beverages,Quick Commerce,2025-10,Actual,452983
Distribution,EXP,North,Beverages,Quick Commerce,2025-10,Actual,339737
Salary,EXP,North,Beverages,Quick Commerce,2025-10,Actual,641726
Freight,EXP,North,Beverages,Quick Commerce,2025-10,Actual,188743
Other_Opex,EXP,North,Beverages,Quick Commerce,2025-10,Actual,264240
Gross_Sales,INC,North,Beverages,Quick Commerce,2025-11,Actual,9031964
COGS,EXP,North,Beverages,Quick Commerce,2025-11,Actual,3793425
Marketing,EXP,North,Beverages,Quick Commerce,2025-11,Actual,541918
Distribution,EXP,North,Beverages,Quick Commerce,2025-11,Actual,406438
Salary,EXP,North,Beverages,Quick Commerce,2025-11,Actual,767717
Freight,EXP,North,Beverages,Quick Commerce,2025-11,Actual,225799
Other_Opex,EXP,North,Beverages,Quick Commerce,2025-11,Actual,316119
Gross_Sales,INC,North,Beverages,Quick Commerce,2025-12,Actual,6512020
COGS,EXP,North,Beverages,Quick Commerce,2025-12,Actual,2735048
Marketing,EXP,North,Beverages,Quick Commerce,2025-12,Actual,390721
Distribution,EXP,North,Beverages,Quick Commerce,2025-12,Actual,293041
Salary,EXP,North,Beverages,Quick Commerce,2025-12,Actual,553522
Freight,EXP,North,Beverages,Quick Commerce,2025-12,Actual,162800
Other_Opex,EXP,North,Beverages,Quick Commerce,2025-12,Actual,227921
Gross_Sales,INC,North,Beverages,Quick Commerce,2026-01,Actual,5718835
COGS,EXP,North,Beverages,Quick Commerce,2026-01,Actual,2401911
Marketing,EXP,North,Beverages,Quick Commerce,2026-01,Actual,343130
Distribution,EXP,North,Beverages,Quick Commerce,2026-01,Actual,257348
Salary,EXP,North,Beverages,Quick Commerce,2026-01,Actual,486101
Freight,EXP,North,Beverages,Quick Commerce,2026-01,Actual,142971
Other_Opex,EXP,North,Beverages,Quick Commerce,2026-01,Actual,200159
Gross_Sales,INC,North,Beverages,Quick Commerce,2026-02,Actual,6156420
COGS,EXP,North,Beverages,Quick Commerce,2026-02,Actual,2585696
Marketing,EXP,North,Beverages,Quick Commerce,2026-02,Actual,369385
Distribution,EXP,North,Beverages,Quick Commerce,2026-02,Actual,277039
Salary,EXP,North,Beverages,Quick Commerce,2026-02,Actual,523296
Freight,EXP,North,Beverages,Quick Commerce,2026-02,Actual,153910
Other_Opex,EXP,North,Beverages,Quick Commerce,2026-02,Actual,215475
Gross_Sales,INC,North,Beverages,Quick Commerce,2026-03,Actual,6543182
COGS,EXP,North,Beverages,Quick Commerce,2026-03,Actual,2748136
Marketing,EXP,North,Beverages,Quick Commerce,2026-03,Actual,392591
Distribution,EXP,North,Beverages,Quick Commerce,2026-03,Actual,294443
Salary,EXP,North,Beverages,Quick Commerce,2026-03,Actual,556170
Freight,EXP,North,Beverages,Quick Commerce,2026-03,Actual,163580
Other_Opex,EXP,North,Beverages,Quick Commerce,2026-03,Actual,229011
Gross_Sales,INC,North,Personal Care,E-Commerce,2025-04,Actual,3632719
COGS,EXP,North,Personal Care,E-Commerce,2025-04,Actual,1525742
Marketing,EXP,North,Personal Care,E-Commerce,2025-04,Actual,217963
Distribution,EXP,North,Personal Care,E-Commerce,2025-04,Actual,163472
Salary,EXP,North,Personal Care,E-Commerce,2025-04,Actual,308781
Freight,EXP,North,Personal Care,E-Commerce,2025-04,Actual,90818
Other_Opex,EXP,North,Personal Care,E-Commerce,2025-04,Actual,127145
Gross_Sales,INC,North,Personal Care,E-Commerce,2025-05,Actual,3864919
COGS,EXP,North,Personal Care,E-Commerce,2025-05,Actual,1623266
Marketing,EXP,North,Personal Care,E-Commerce,2025-05,Actual,231895
Distribution,EXP,North,Personal Care,E-Commerce,2025-05,Actual,173921
Salary,EXP,North,Personal Care,E-Commerce,2025-05,Actual,328518
Freight,EXP,North,Personal Care,E-Commerce,2025-05,Actual,96623
Other_Opex,EXP,North,Personal Care,E-Commerce,2025-05,Actual,135272
Gross_Sales,INC,North,Personal Care,E-Commerce,2025-06,Actual,3382982
COGS,EXP,North,Personal Care,E-Commerce,2025-06,Actual,1420852
Marketing,EXP,North,Personal Care,E-Commerce,2025-06,Actual,202979
Distribution,EXP,North,Personal Care,E-Commerce,2025-06,Actual,152234
Salary,EXP,North,Personal Care,E-Commerce,2025-06,Actual,287553
Freight,EXP,North,Personal Care,E-Commerce,2025-06,Actual,84575
Other_Opex,EXP,North,Personal Care,E-Commerce,2025-06,Actual,118404
Gross_Sales,INC,North,Personal Care,E-Commerce,2025-07,Actual,3059532
COGS,EXP,North,Personal Care,E-Commerce,2025-07,Actual,1285003
Marketing,EXP,North,Personal Care,E-Commerce,2025-07,Actual,183572
Distribution,EXP,North,Personal Care,E-Commerce,2025-07,Actual,137679
Salary,EXP,North,Personal Care,E-Commerce,2025-07,Actual,260060
Freight,EXP,North,Personal Care,E-Commerce,2025-07,Actual,76488
Other_Opex,EXP,North,Personal Care,E-Commerce,2025-07,Actual,107084
Gross_Sales,INC,North,Personal Care,E-Commerce,2025-08,Actual,3328066
COGS,EXP,North,Personal Care,E-Commerce,2025-08,Actual,1397788
Marketing,EXP,North,Personal Care,E-Commerce,2025-08,Actual,199684
Distribution,EXP,North,Personal Care,E-Commerce,2025-08,Actual,149763
Salary,EXP,North,Personal Care,E-Commerce,2025-08,Actual,282886
Freight,EXP,North,Personal Care,E-Commerce,2025-08,Actual,83202
Other_Opex,EXP,North,Personal Care,E-Commerce,2025-08,Actual,116482
Gross_Sales,INC,North,Personal Care,E-Commerce,2025-09,Actual,3679844
COGS,EXP,North,Personal Care,E-Commerce,2025-09,Actual,1545534
Marketing,EXP,North,Personal Care,E-Commerce,2025-09,Actual,220791
Distribution,EXP,North,Personal Care,E-Commerce,2025-09,Actual,165593
Salary,EXP,North,Personal Care,E-Commerce,2025-09,Actual,312787
Freight,EXP,North,Personal Care,E-Commerce,2025-09,Actual,91996
Other_Opex,EXP,North,Personal Care,E-Commerce,2025-09,Actual,128795
Gross_Sales,INC,North,Personal Care,E-Commerce,2025-10,Actual,4466840
COGS,EXP,North,Personal Care,E-Commerce,2025-10,Actual,1876073
Marketing,EXP,North,Personal Care,E-Commerce,2025-10,Actual,268010
Distribution,EXP,North,Personal Care,E-Commerce,2025-10,Actual,201008
Salary,EXP,North,Personal Care,E-Commerce,2025-10,Actual,379681
Freight,EXP,North,Personal Care,E-Commerce,2025-10,Actual,111671
Other_Opex,EXP,North,Personal Care,E-Commerce,2025-10,Actual,156339
Gross_Sales,INC,North,Personal Care,E-Commerce,2025-11,Actual,5343823
COGS,EXP,North,Personal Care,E-Commerce,2025-11,Actual,2244406
Marketing,EXP,North,Personal Care,E-Commerce,2025-11,Actual,320629
Distribution,EXP,North,Personal Care,E-Commerce,2025-11,Actual,240472
Salary,EXP,North,Personal Care,E-Commerce,2025-11,Actual,454225
Freight,EXP,North,Personal Care,E-Commerce,2025-11,Actual,133596
Other_Opex,EXP,North,Personal Care,E-Commerce,2025-11,Actual,187034
Gross_Sales,INC,North,Personal Care,E-Commerce,2025-12,Actual,3852883
COGS,EXP,North,Personal Care,E-Commerce,2025-12,Actual,1618211
Marketing,EXP,North,Personal Care,E-Commerce,2025-12,Actual,231173
Distribution,EXP,North,Personal Care,E-Commerce,2025-12,Actual,173380
Salary,EXP,North,Personal Care,E-Commerce,2025-12,Actual,327495
Freight,EXP,North,Personal Care,E-Commerce,2025-12,Actual,96322
Other_Opex,EXP,North,Personal Care,E-Commerce,2025-12,Actual,134851
Gross_Sales,INC,North,Personal Care,E-Commerce,2026-01,Actual,3383588
COGS,EXP,North,Personal Care,E-Commerce,2026-01,Actual,1421107
Marketing,EXP,North,Personal Care,E-Commerce,2026-01,Actual,203015
Distribution,EXP,North,Personal Care,E-Commerce,2026-01,Actual,152261
Salary,EXP,North,Personal Care,E-Commerce,2026-01,Actual,287605
Freight,EXP,North,Personal Care,E-Commerce,2026-01,Actual,84590
Other_Opex,EXP,North,Personal Care,E-Commerce,2026-01,Actual,118426
Gross_Sales,INC,North,Personal Care,E-Commerce,2026-02,Actual,3642485
COGS,EXP,North,Personal Care,E-Commerce,2026-02,Actual,1529844
Marketing,EXP,North,Personal Care,E-Commerce,2026-02,Actual,218549
Distribution,EXP,North,Personal Care,E-Commerce,2026-02,Actual,163912
Salary,EXP,North,Personal Care,E-Commerce,2026-02,Actual,309611
Freight,EXP,North,Personal Care,E-Commerce,2026-02,Actual,91062
Other_Opex,EXP,North,Personal Care,E-Commerce,2026-02,Actual,127487
Gross_Sales,INC,North,Personal Care,E-Commerce,2026-03,Actual,3871325
COGS,EXP,North,Personal Care,E-Commerce,2026-03,Actual,1625956
Marketing,EXP,North,Personal Care,E-Commerce,2026-03,Actual,232280
Distribution,EXP,North,Personal Care,E-Commerce,2026-03,Actual,174210
Salary,EXP,North,Personal Care,E-Commerce,2026-03,Actual,329063
Freight,EXP,North,Personal Care,E-Commerce,2026-03,Actual,96783
Other_Opex,EXP,North,Personal Care,E-Commerce,2026-03,Actual,135496
Gross_Sales,INC,North,Personal Care,General Trade,2025-04,Actual,3245351
COGS,EXP,North,Personal Care,General Trade,2025-04,Actual,1363047
Marketing,EXP,North,Personal Care,General Trade,2025-04,Actual,194721
Distribution,EXP,North,Personal Care,General Trade,2025-04,Actual,146041
Salary,EXP,North,Personal Care,General Trade,2025-04,Actual,275855
Freight,EXP,North,Personal Care,General Trade,2025-04,Actual,81134
Other_Opex,EXP,North,Personal Care,General Trade,2025-04,Actual,113587
Gross_Sales,INC,North,Personal Care,General Trade,2025-05,Actual,3407620
COGS,EXP,North,Personal Care,General Trade,2025-05,Actual,1431200
Marketing,EXP,North,Personal Care,General Trade,2025-05,Actual,204457
Distribution,EXP,North,Personal Care,General Trade,2025-05,Actual,153343
Salary,EXP,North,Personal Care,General Trade,2025-05,Actual,289648
Freight,EXP,North,Personal Care,General Trade,2025-05,Actual,85190
Other_Opex,EXP,North,Personal Care,General Trade,2025-05,Actual,119267
Gross_Sales,INC,North,Personal Care,General Trade,2025-06,Actual,2726100
COGS,EXP,North,Personal Care,General Trade,2025-06,Actual,1144962
Marketing,EXP,North,Personal Care,General Trade,2025-06,Actual,163566
Distribution,EXP,North,Personal Care,General Trade,2025-06,Actual,122674
Salary,EXP,North,Personal Care,General Trade,2025-06,Actual,231719
Freight,EXP,North,Personal Care,General Trade,2025-06,Actual,68152
Other_Opex,EXP,North,Personal Care,General Trade,2025-06,Actual,95414
Gross_Sales,INC,North,Personal Care,General Trade,2025-07,Actual,2628734
COGS,EXP,North,Personal Care,General Trade,2025-07,Actual,1104068
Marketing,EXP,North,Personal Care,General Trade,2025-07,Actual,157724
Distribution,EXP,North,Personal Care,General Trade,2025-07,Actual,118293
Salary,EXP,North,Personal Care,General Trade,2025-07,Actual,223442
Freight,EXP,North,Personal Care,General Trade,2025-07,Actual,65718
Other_Opex,EXP,North,Personal Care,General Trade,2025-07,Actual,92006
Gross_Sales,INC,North,Personal Care,General Trade,2025-08,Actual,2823455
COGS,EXP,North,Personal Care,General Trade,2025-08,Actual,1185851
Marketing,EXP,North,Personal Care,General Trade,2025-08,Actual,169407
Distribution,EXP,North,Personal Care,General Trade,2025-08,Actual,127055
Salary,EXP,North,Personal Care,General Trade,2025-08,Actual,239994
Freight,EXP,North,Personal Care,General Trade,2025-08,Actual,70586
Other_Opex,EXP,North,Personal Care,General Trade,2025-08,Actual,98821
Gross_Sales,INC,North,Personal Care,General Trade,2025-09,Actual,3083083
COGS,EXP,North,Personal Care,General Trade,2025-09,Actual,1294895
Marketing,EXP,North,Personal Care,General Trade,2025-09,Actual,184985
Distribution,EXP,North,Personal Care,General Trade,2025-09,Actual,138739
Salary,EXP,North,Personal Care,General Trade,2025-09,Actual,262062
Freight,EXP,North,Personal Care,General Trade,2025-09,Actual,77077
Other_Opex,EXP,North,Personal Care,General Trade,2025-09,Actual,107908
Gross_Sales,INC,North,Personal Care,General Trade,2025-10,Actual,3696493
COGS,EXP,North,Personal Care,General Trade,2025-10,Actual,1552527
Marketing,EXP,North,Personal Care,General Trade,2025-10,Actual,221790
Distribution,EXP,North,Personal Care,General Trade,2025-10,Actual,166342
Salary,EXP,North,Personal Care,General Trade,2025-10,Actual,314202
Freight,EXP,North,Personal Care,General Trade,2025-10,Actual,92412
Other_Opex,EXP,North,Personal Care,General Trade,2025-10,Actual,129377
Gross_Sales,INC,North,Personal Care,General Trade,2025-11,Actual,4368583
COGS,EXP,North,Personal Care,General Trade,2025-11,Actual,1834805
Marketing,EXP,North,Personal Care,General Trade,2025-11,Actual,262115
Distribution,EXP,North,Personal Care,General Trade,2025-11,Actual,196586
Salary,EXP,North,Personal Care,General Trade,2025-11,Actual,371330
Freight,EXP,North,Personal Care,General Trade,2025-11,Actual,109215
Other_Opex,EXP,North,Personal Care,General Trade,2025-11,Actual,152900
Gross_Sales,INC,North,Personal Care,General Trade,2025-12,Actual,3634793
COGS,EXP,North,Personal Care,General Trade,2025-12,Actual,1526613
Marketing,EXP,North,Personal Care,General Trade,2025-12,Actual,218088
Distribution,EXP,North,Personal Care,General Trade,2025-12,Actual,163566
Salary,EXP,North,Personal Care,General Trade,2025-12,Actual,308957
Freight,EXP,North,Personal Care,General Trade,2025-12,Actual,90870
Other_Opex,EXP,North,Personal Care,General Trade,2025-12,Actual,127218
Gross_Sales,INC,North,Personal Care,General Trade,2026-01,Actual,3147996
COGS,EXP,North,Personal Care,General Trade,2026-01,Actual,1322158
Marketing,EXP,North,Personal Care,General Trade,2026-01,Actual,188880
Distribution,EXP,North,Personal Care,General Trade,2026-01,Actual,141660
Salary,EXP,North,Personal Care,General Trade,2026-01,Actual,267580
Freight,EXP,North,Personal Care,General Trade,2026-01,Actual,78700
Other_Opex,EXP,North,Personal Care,General Trade,2026-01,Actual,110180
Gross_Sales,INC,North,Personal Care,General Trade,2026-02,Actual,3342710
COGS,EXP,North,Personal Care,General Trade,2026-02,Actual,1403938
Marketing,EXP,North,Personal Care,General Trade,2026-02,Actual,200563
Distribution,EXP,North,Personal Care,General Trade,2026-02,Actual,150422
Salary,EXP,North,Personal Care,General Trade,2026-02,Actual,284130
Freight,EXP,North,Personal Care,General Trade,2026-02,Actual,83568
Other_Opex,EXP,North,Personal Care,General Trade,2026-02,Actual,116995
Gross_Sales,INC,North,Personal Care,General Trade,2026-03,Actual,3504982
COGS,EXP,North,Personal Care,General Trade,2026-03,Actual,1472092
Marketing,EXP,North,Personal Care,General Trade,2026-03,Actual,210299
Distribution,EXP,North,Personal Care,General Trade,2026-03,Actual,157724
Salary,EXP,North,Personal Care,General Trade,2026-03,Actual,297923
Freight,EXP,North,Personal Care,General Trade,2026-03,Actual,87625
Other_Opex,EXP,North,Personal Care,General Trade,2026-03,Actual,122674
Gross_Sales,INC,North,Personal Care,Modern Trade,2025-04,Actual,3699707
COGS,EXP,North,Personal Care,Modern Trade,2025-04,Actual,1553877
Marketing,EXP,North,Personal Care,Modern Trade,2025-04,Actual,221982
Distribution,EXP,North,Personal Care,Modern Trade,2025-04,Actual,166487
Salary,EXP,North,Personal Care,Modern Trade,2025-04,Actual,314475
Freight,EXP,North,Personal Care,Modern Trade,2025-04,Actual,92493
Other_Opex,EXP,North,Personal Care,Modern Trade,2025-04,Actual,129490
Gross_Sales,INC,North,Personal Care,Modern Trade,2025-05,Actual,3884682
COGS,EXP,North,Personal Care,Modern Trade,2025-05,Actual,1631566
Marketing,EXP,North,Personal Care,Modern Trade,2025-05,Actual,233081
Distribution,EXP,North,Personal Care,Modern Trade,2025-05,Actual,174811
Salary,EXP,North,Personal Care,Modern Trade,2025-05,Actual,330198
Freight,EXP,North,Personal Care,Modern Trade,2025-05,Actual,97117
Other_Opex,EXP,North,Personal Care,Modern Trade,2025-05,Actual,135964
Gross_Sales,INC,North,Personal Care,Modern Trade,2025-06,Actual,3107751
COGS,EXP,North,Personal Care,Modern Trade,2025-06,Actual,1305255
