Date,Country,US_Region,State,State_Code,City,Latitude,Longitude,Channel,Customer_Segment,Product_Category,Brand,Product_SKU,Pack_Size,Distributor_ID,Sales_Rep_ID,Promotion_Applied,Revenue,Net_Revenue,Units_Sold,Order_Count,Target,COGS,Gross_Margin,Discount_Amount,Returns_Units,Marketing_Spend,Freight_Cost,Unit_Price
2025-07-01,United States,Southeast,Florida,FL,Orlando,28.5383,-81.3792,E-Commerce,Premium,Personal Care,CleanPro,PC-CP-WASH,WASH,US-D-0213,US-REP-55F54A,No,84743,81353,1115,55,81353,36439,48304,3390,11,4068,1356,76.0
2025-07-01,United States,Southeast,Florida,FL,Orlando,28.5383,-81.3792,Club Store,Value,Beverages,AquaFresh,BEV-AF-1L,1L,US-D-0213,US-REP-851189,No,206471,201309,3971,198,198212,80524,125947,5162,40,9911,3304,51.99
2025-07-01,United States,Southeast,Florida,FL,Orlando,28.5383,-81.3792,Club Store,Value,Beverages,SipWell,BEV-SW-500ML,500ML,US-D-0213,US-REP-851189,No,189008,184283,3259,162,181448,73713,115295,4725,33,9072,3024,58.0
2025-07-01,United States,Southeast,Florida,FL,Orlando,28.5383,-81.3792,Club Store,Value,Beverages,ChillUp,BEV-CU-2L,2L,US-D-0213,US-REP-851189,No,183937,179339,2874,143,176580,71735,112202,4598,29,8829,2943,64.0
2025-07-01,United States,Southeast,Florida,FL,Orlando,28.5383,-81.3792,Club Store,Value,Beverages,FizzRoot,BEV-FR-750ML,750ML,US-D-0213,US-REP-851189,No,167522,163334,2393,119,160821,65334,102188,4188,24,8041,2680,70.01
2025-07-01,United States,Southeast,Florida,FL,Orlando,28.5383,-81.3792,Club Store,Value,Beverages,PureMist,BEV-PM-1L,1L,US-D-0213,US-REP-851189,No,150667,146900,1982,99,144640,58760,91907,3767,20,7232,2411,76.02
2025-07-01,United States,Southeast,Florida,FL,Orlando,28.5383,-81.3792,Club Store,Value,Snacks,CrunchyBite,SNK-CB-200G,200G,US-D-0213,US-REP-851189,No,137647,134206,2647,132,132141,48176,89471,3441,26,6607,2202,52.0
2025-07-01,United States,Southeast,Florida,FL,Orlando,28.5383,-81.3792,Club Store,Value,Snacks,MasalaMix,SNK-MM-150G,150G,US-D-0213,US-REP-851189,No,126005,122855,2172,108,120965,44102,81903,3150,22,6048,2016,58.01
2025-07-01,United States,Southeast,Florida,FL,Orlando,28.5383,-81.3792,Club Store,Value,Snacks,NutPop,SNK-NP-100G,100G,US-D-0213,US-REP-851189,No,122625,119559,1916,95,117720,42919,79706,3066,19,5886,1962,64.0
2025-07-01,United States,Southeast,Florida,FL,Orlando,28.5383,-81.3792,Club Store,Value,Snacks,SpiceRack,SNK-SR-250G,250G,US-D-0213,US-REP-851189,No,111681,108889,1595,79,107214,39088,72593,2792,16,5361,1787,70.02
2025-07-01,United States,Southeast,Florida,FL,Orlando,28.5383,-81.3792,Club Store,Value,Snacks,ChipsAhoy,SNK-CA-180G,180G,US-D-0213,US-REP-851189,No,100445,97934,1322,66,96427,35156,65289,2511,13,4821,1607,75.98
2025-07-01,United States,Southeast,Florida,FL,Orlando,28.5383,-81.3792,Club Store,Value,Personal Care,GlowCare,PC-GC-SOAP,SOAP,US-D-0213,US-REP-851189,No,103236,100655,1985,99,99107,44391,58845,2581,20,4955,1652,52.01
2025-07-01,United States,Southeast,Florida,FL,Orlando,28.5383,-81.3792,Club Store,Value,Personal Care,PureShield,PC-PS-SAN,SAN,US-D-0213,US-REP-851189,No,94504,92141,1629,81,90724,40637,53867,2363,16,4536,1512,58.01
2025-07-01,United States,Southeast,Florida,FL,Orlando,28.5383,-81.3792,Club Store,Value,Personal Care,FreshWave,PC-FW-SHAMPOO,SHAMPOO,US-D-0213,US-REP-851189,No,91969,89670,1437,71,88290,39547,52422,2299,14,4415,1472,64.0
2025-07-01,United States,Southeast,Florida,FL,Orlando,28.5383,-81.3792,Club Store,Value,Personal Care,SilkTouch,PC-ST-LOTION,LOTION,US-D-0213,US-REP-851189,No,83761,81667,1197,59,80411,36017,47744,2094,12,4021,1340,69.98
2025-07-01,United States,Southeast,Florida,FL,Orlando,28.5383,-81.3792,Club Store,Value,Personal Care,CleanPro,PC-CP-WASH,WASH,US-D-0213,US-REP-851189,No,75334,73451,991,49,72321,32394,42940,1883,10,3616,1205,76.02
2025-07-01,United States,Southeast,Florida,FL,Tampa,27.9506,-82.4572,Modern Trade,Premium,Beverages,AquaFresh,BEV-AF-1L,1L,US-D-0214,US-REP-485AEF,No,218158,213795,4195,209,209432,85082,133076,4363,42,10472,3491,52.0
2025-07-01,United States,Southeast,Florida,FL,Tampa,27.9506,-82.4572,Modern Trade,Premium,Beverages,SipWell,BEV-SW-500ML,500ML,US-D-0214,US-REP-485AEF,No,199707,195713,3443,172,191719,77886,121821,3994,34,9586,3195,58.0
2025-07-01,United States,Southeast,Florida,FL,Tampa,27.9506,-82.4572,Modern Trade,Premium,Beverages,ChillUp,BEV-CU-2L,2L,US-D-0214,US-REP-485AEF,No,194349,190462,3037,151,186575,75796,118553,3887,30,9329,3110,63.99
2025-07-01,United States,Southeast,Florida,FL,Tampa,27.9506,-82.4572,Modern Trade,Premium,Beverages,FizzRoot,BEV-FR-750ML,750ML,US-D-0214,US-REP-485AEF,No,177004,173464,2529,126,169924,69032,107972,3540,25,8496,2832,69.99
2025-07-01,United States,Southeast,Florida,FL,Tampa,27.9506,-82.4572,Modern Trade,Premium,Beverages,PureMist,BEV-PM-1L,1L,US-D-0214,US-REP-485AEF,No,159196,156012,2095,104,152828,62086,97110,3184,21,7641,2547,75.99
2025-07-01,United States,Southeast,Florida,FL,Tampa,27.9506,-82.4572,Modern Trade,Premium,Snacks,CrunchyBite,SNK-CB-200G,200G,US-D-0214,US-REP-485AEF,No,145439,142530,2797,139,139621,50904,94535,2909,28,6981,2327,52.0
2025-07-01,United States,Southeast,Florida,FL,Tampa,27.9506,-82.4572,Modern Trade,Premium,Snacks,MasalaMix,SNK-MM-150G,150G,US-D-0214,US-REP-485AEF,No,133138,130475,2295,114,127812,46598,86540,2663,23,6391,2130,58.01
2025-07-01,United States,Southeast,Florida,FL,Tampa,27.9506,-82.4572,Modern Trade,Premium,Snacks,NutPop,SNK-NP-100G,100G,US-D-0214,US-REP-485AEF,No,129566,126975,2024,101,124383,45348,84218,2591,20,6219,2073,64.01
2025-07-01,United States,Southeast,Florida,FL,Tampa,27.9506,-82.4572,Modern Trade,Premium,Snacks,SpiceRack,SNK-SR-250G,250G,US-D-0214,US-REP-485AEF,No,118003,115643,1686,84,113283,41301,76702,2360,17,5664,1888,69.99
2025-07-01,United States,Southeast,Florida,FL,Tampa,27.9506,-82.4572,Modern Trade,Premium,Snacks,ChipsAhoy,SNK-CA-180G,180G,US-D-0214,US-REP-485AEF,No,106130,104007,1396,69,101885,37146,68984,2123,14,5094,1698,76.02
2025-07-01,United States,Southeast,Florida,FL,Tampa,27.9506,-82.4572,Modern Trade,Premium,Personal Care,GlowCare,PC-GC-SOAP,SOAP,US-D-0214,US-REP-485AEF,No,109079,106897,2098,104,104716,46904,62175,2182,21,5236,1745,51.99
2025-07-01,United States,Southeast,Florida,FL,Tampa,27.9506,-82.4572,Modern Trade,Premium,Personal Care,PureShield,PC-PS-SAN,SAN,US-D-0214,US-REP-485AEF,No,99853,97856,1722,86,95859,42937,56916,1997,17,4793,1598,57.99
2025-07-01,United States,Southeast,Florida,FL,Tampa,27.9506,-82.4572,Modern Trade,Premium,Personal Care,FreshWave,PC-FW-SHAMPOO,SHAMPOO,US-D-0214,US-REP-485AEF,No,97174,95231,1518,75,93287,41785,55389,1943,15,4664,1555,64.01
2025-07-01,United States,Southeast,Florida,FL,Tampa,27.9506,-82.4572,Modern Trade,Premium,Personal Care,SilkTouch,PC-ST-LOTION,LOTION,US-D-0214,US-REP-485AEF,No,88502,86732,1264,63,84962,38056,50446,1770,13,4248,1416,70.02
2025-07-01,United States,Southeast,Florida,FL,Tampa,27.9506,-82.4572,Modern Trade,Premium,Personal Care,CleanPro,PC-CP-WASH,WASH,US-D-0214,US-REP-485AEF,No,79598,78006,1047,52,76414,34227,45371,1592,10,3821,1274,76.02
2025-07-01,United States,Southeast,Florida,FL,Tampa,27.9506,-82.4572,General Trade,Mass,Beverages,AquaFresh,BEV-AF-1L,1L,US-D-0214,US-REP-457928,No,194784,191862,3746,187,186993,75966,118818,2922,37,9350,3117,52.0
2025-07-01,United States,Southeast,Florida,FL,Tampa,27.9506,-82.4572,General Trade,Mass,Beverages,SipWell,BEV-SW-500ML,500ML,US-D-0214,US-REP-457928,No,178310,175635,3074,153,171178,69541,108769,2675,31,8559,2853,58.01
2025-07-01,United States,Southeast,Florida,FL,Tampa,27.9506,-82.4572,General Trade,Mass,Beverages,ChillUp,BEV-CU-2L,2L,US-D-0214,US-REP-457928,No,173526,170923,2711,135,166585,67675,105851,2603,27,8329,2776,64.01
2025-07-01,United States,Southeast,Florida,FL,Tampa,27.9506,-82.4572,General Trade,Mass,Beverages,FizzRoot,BEV-FR-750ML,750ML,US-D-0214,US-REP-457928,No,158040,155669,2258,112,151718,61636,96404,2371,23,7586,2529,69.99
2025-07-01,United States,Southeast,Florida,FL,Tampa,27.9506,-82.4572,General Trade,Mass,Beverages,PureMist,BEV-PM-1L,1L,US-D-0214,US-REP-457928,No,142139,140007,1870,93,136453,55434,86705,2132,19,6823,2274,76.01
2025-07-01,United States,Southeast,Florida,FL,Tampa,27.9506,-82.4572,General Trade,Mass,Snacks,CrunchyBite,SNK-CB-200G,200G,US-D-0214,US-REP-457928,No,129856,127908,2497,124,124662,45450,84406,1948,25,6233,2078,52.0
2025-07-01,United States,Southeast,Florida,FL,Tampa,27.9506,-82.4572,General Trade,Mass,Snacks,MasalaMix,SNK-MM-150G,150G,US-D-0214,US-REP-457928,No,118873,117090,2050,102,114118,41606,77267,1783,20,5706,1902,57.99
2025-07-01,United States,Southeast,Florida,FL,Tampa,27.9506,-82.4572,General Trade,Mass,Snacks,NutPop,SNK-NP-100G,100G,US-D-0214,US-REP-457928,No,115684,113949,1808,90,111057,40489,75195,1735,18,5553,1851,63.98
2025-07-01,United States,Southeast,Florida,FL,Tampa,27.9506,-82.4572,General Trade,Mass,Snacks,SpiceRack,SNK-SR-250G,250G,US-D-0214,US-REP-457928,No,105360,103780,1505,75,101146,36876,68484,1580,15,5057,1686,70.01
2025-07-01,United States,Southeast,Florida,FL,Tampa,27.9506,-82.4572,General Trade,Mass,Snacks,ChipsAhoy,SNK-CA-180G,180G,US-D-0214,US-REP-457928,No,94759,93338,1247,62,90969,33166,61593,1421,12,4548,1516,75.99
2025-07-01,United States,Southeast,Florida,FL,Tampa,27.9506,-82.4572,General Trade,Mass,Personal Care,GlowCare,PC-GC-SOAP,SOAP,US-D-0214,US-REP-457928,No,97392,95931,1873,93,93496,41879,55513,1461,19,4675,1558,52.0
2025-07-01,United States,Southeast,Florida,FL,Tampa,27.9506,-82.4572,General Trade,Mass,Personal Care,PureShield,PC-PS-SAN,SAN,US-D-0214,US-REP-457928,No,89155,87818,1537,76,85589,38337,50818,1337,15,4279,1426,58.01
2025-07-01,United States,Southeast,Florida,FL,Tampa,27.9506,-82.4572,General Trade,Mass,Personal Care,FreshWave,PC-FW-SHAMPOO,SHAMPOO,US-D-0214,US-REP-457928,No,86763,85462,1356,67,83292,37308,49455,1301,14,4165,1388,63.98
2025-07-01,United States,Southeast,Florida,FL,Tampa,27.9506,-82.4572,General Trade,Mass,Personal Care,SilkTouch,PC-ST-LOTION,LOTION,US-D-0214,US-REP-457928,No,79020,77835,1129,56,75859,33979,45041,1185,11,3793,1264,69.99
2025-07-01,United States,Southeast,Florida,FL,Tampa,27.9506,-82.4572,General Trade,Mass,Personal Care,CleanPro,PC-CP-WASH,WASH,US-D-0214,US-REP-457928,No,71069,70003,935,46,68226,30560,40509,1066,9,3411,1137,76.01
2025-07-01,United States,Southeast,Florida,FL,Tampa,27.9506,-82.4572,E-Commerce,Premium,Beverages,AquaFresh,BEV-AF-1L,1L,US-D-0214,US-REP-1EF0CF,No,232261,222971,4467,223,222971,90582,141679,9290,45,11149,3716,51.99
2025-07-01,United States,Southeast,Florida,FL,Tampa,27.9506,-82.4572,E-Commerce,Premium,Beverages,SipWell,BEV-SW-500ML,500ML,US-D-0214,US-REP-1EF0CF,No,212616,204111,3666,183,204111,82920,129696,8505,37,10206,3402,58.0
2025-07-01,United States,Southeast,Florida,FL,Tampa,27.9506,-82.4572,E-Commerce,Premium,Beverages,ChillUp,BEV-CU-2L,2L,US-D-0214,US-REP-1EF0CF,No,206912,198636,3233,161,198636,80696,126216,8276,32,9932,3311,64.0
2025-07-01,United States,Southeast,Florida,FL,Tampa,27.9506,-82.4572,E-Commerce,Premium,Beverages,FizzRoot,BEV-FR-750ML,750ML,US-D-0214,US-REP-1EF0CF,No,188446,180908,2692,134,180908,73494,114952,7538,27,9045,3015,70.0
2025-07-01,United States,Southeast,Florida,FL,Tampa,27.9506,-82.4572,E-Commerce,Premium,Beverages,PureMist,BEV-PM-1L,1L,US-D-0214,US-REP-1EF0CF,No,169486,162707,2230,111,162707,66100,103386,6779,22,8135,2712,76.0
2025-07-01,United States,Southeast,Florida,FL,Tampa,27.9506,-82.4572,E-Commerce,Premium,Snacks,CrunchyBite,SNK-CB-200G,200G,US-D-0214,US-REP-1EF0CF,No,154840,148646,2978,148,148646,54194,100646,6194,30,7432,2477,51.99
2025-07-01,United States,Southeast,Florida,FL,Tampa,27.9506,-82.4572,E-Commerce,Premium,Snacks,MasalaMix,SNK-MM-150G,150G,US-D-0214,US-REP-1EF0CF,No,141744,136074,2444,122,136074,49610,92134,5670,24,6804,2268,58.0
2025-07-01,United States,Southeast,Florida,FL,Tampa,27.9506,-82.4572,E-Commerce,Premium,Snacks,NutPop,SNK-NP-100G,100G,US-D-0214,US-REP-1EF0CF,No,137941,132423,2155,107,132423,48279,89662,5518,22,6621,2207,64.01
2025-07-01,United States,Southeast,Florida,FL,Tampa,27.9506,-82.4572,E-Commerce,Premium,Snacks,SpiceRack,SNK-SR-250G,250G,US-D-0214,US-REP-1EF0CF,No,125631,120606,1795,89,120606,43971,81660,5025,18,6030,2010,69.99
2025-07-01,United States,Southeast,Florida,FL,Tampa,27.9506,-82.4572,E-Commerce,Premium,Snacks,ChipsAhoy,SNK-CA-180G,180G,US-D-0214,US-REP-1EF0CF,No,112991,108471,1487,74,108471,39547,73444,4520,15,5424,1808,75.99
2025-07-01,United States,Southeast,Florida,FL,Tampa,27.9506,-82.4572,E-Commerce,Premium,Personal Care,GlowCare,PC-GC-SOAP,SOAP,US-D-0214,US-REP-1EF0CF,No,116130,111485,2233,111,111485,49936,66194,4645,22,5574,1858,52.01
2025-07-01,United States,Southeast,Florida,FL,Tampa,27.9506,-82.4572,E-Commerce,Premium,Personal Care,PureShield,PC-PS-SAN,SAN,US-D-0214,US-REP-1EF0CF,No,106308,102056,1833,91,102056,45712,60596,4252,18,5103,1701,58.0
2025-07-01,United States,Southeast,Florida,FL,Tampa,27.9506,-82.4572,E-Commerce,Premium,Personal Care,FreshWave,PC-FW-SHAMPOO,SHAMPOO,US-D-0214,US-REP-1EF0CF,No,103456,99318,1616,80,99318,44486,58970,4138,16,4966,1655,64.02
2025-07-01,United States,Southeast,Florida,FL,Tampa,27.9506,-82.4572,E-Commerce,Premium,Personal Care,SilkTouch,PC-ST-LOTION,LOTION,US-D-0214,US-REP-1EF0CF,No,94223,90454,1346,67,90454,40516,53707,3769,13,4523,1508,70.0
2025-07-01,United States,Southeast,Florida,FL,Tampa,27.9506,-82.4572,E-Commerce,Premium,Personal Care,CleanPro,PC-CP-WASH,WASH,US-D-0214,US-REP-1EF0CF,No,84743,81353,1115,55,81353,36439,48304,3390,11,4068,1356,76.0
2025-07-01,United States,Southeast,Florida,FL,Tampa,27.9506,-82.4572,Club Store,Value,Beverages,AquaFresh,BEV-AF-1L,1L,US-D-0214,US-REP-A24A7E,No,206471,201309,3971,198,198212,80524,125947,5162,40,9911,3304,51.99
2025-07-01,United States,Southeast,Florida,FL,Tampa,27.9506,-82.4572,Club Store,Value,Beverages,SipWell,BEV-SW-500ML,500ML,US-D-0214,US-REP-A24A7E,No,189008,184283,3259,162,181448,73713,115295,4725,33,9072,3024,58.0
2025-07-01,United States,Southeast,Florida,FL,Tampa,27.9506,-82.4572,Club Store,Value,Beverages,ChillUp,BEV-CU-2L,2L,US-D-0214,US-REP-A24A7E,No,183937,179339,2874,143,176580,71735,112202,4598,29,8829,2943,64.0
2025-07-01,United States,Southeast,Florida,FL,Tampa,27.9506,-82.4572,Club Store,Value,Beverages,FizzRoot,BEV-FR-750ML,750ML,US-D-0214,US-REP-A24A7E,No,167522,163334,2393,119,160821,65334,102188,4188,24,8041,2680,70.01
2025-07-01,United States,Southeast,Florida,FL,Tampa,27.9506,-82.4572,Club Store,Value,Beverages,PureMist,BEV-PM-1L,1L,US-D-0214,US-REP-A24A7E,No,150667,146900,1982,99,144640,58760,91907,3767,20,7232,2411,76.02
2025-07-01,United States,Southeast,Florida,FL,Tampa,27.9506,-82.4572,Club Store,Value,Snacks,CrunchyBite,SNK-CB-200G,200G,US-D-0214,US-REP-A24A7E,No,137647,134206,2647,132,132141,48176,89471,3441,26,6607,2202,52.0
2025-07-01,United States,Southeast,Florida,FL,Tampa,27.9506,-82.4572,Club Store,Value,Snacks,MasalaMix,SNK-MM-150G,150G,US-D-0214,US-REP-A24A7E,No,126005,122855,2172,108,120965,44102,81903,3150,22,6048,2016,58.01
2025-07-01,United States,Southeast,Florida,FL,Tampa,27.9506,-82.4572,Club Store,Value,Snacks,NutPop,SNK-NP-100G,100G,US-D-0214,US-REP-A24A7E,No,122625,119559,1916,95,117720,42919,79706,3066,19,5886,1962,64.0
2025-07-01,United States,Southeast,Florida,FL,Tampa,27.9506,-82.4572,Club Store,Value,Snacks,SpiceRack,SNK-SR-250G,250G,US-D-0214,US-REP-A24A7E,No,111681,108889,1595,79,107214,39088,72593,2792,16,5361,1787,70.02
2025-07-01,United States,Southeast,Florida,FL,Tampa,27.9506,-82.4572,Club Store,Value,Snacks,ChipsAhoy,SNK-CA-180G,180G,US-D-0214,US-REP-A24A7E,No,100445,97934,1322,66,96427,35156,65289,2511,13,4821,1607,75.98
2025-07-01,United States,Southeast,Florida,FL,Tampa,27.9506,-82.4572,Club Store,Value,Personal Care,GlowCare,PC-GC-SOAP,SOAP,US-D-0214,US-REP-A24A7E,No,103236,100655,1985,99,99107,44391,58845,2581,20,4955,1652,52.01
2025-07-01,United States,Southeast,Florida,FL,Tampa,27.9506,-82.4572,Club Store,Value,Personal Care,PureShield,PC-PS-SAN,SAN,US-D-0214,US-REP-A24A7E,No,94504,92141,1629,81,90724,40637,53867,2363,16,4536,1512,58.01
2025-07-01,United States,Southeast,Florida,FL,Tampa,27.9506,-82.4572,Club Store,Value,Personal Care,FreshWave,PC-FW-SHAMPOO,SHAMPOO,US-D-0214,US-REP-A24A7E,No,91969,89670,1437,71,88290,39547,52422,2299,14,4415,1472,64.0
2025-07-01,United States,Southeast,Florida,FL,Tampa,27.9506,-82.4572,Club Store,Value,Personal Care,SilkTouch,PC-ST-LOTION,LOTION,US-D-0214,US-REP-A24A7E,No,83761,81667,1197,59,80411,36017,47744,2094,12,4021,1340,69.98
2025-07-01,United States,Southeast,Florida,FL,Tampa,27.9506,-82.4572,Club Store,Value,Personal Care,CleanPro,PC-CP-WASH,WASH,US-D-0214,US-REP-A24A7E,No,75334,73451,991,49,72321,32394,42940,1883,10,3616,1205,76.02
2025-07-01,United States,Southeast,Georgia,GE,Atlanta,33.749,-84.388,Modern Trade,Premium,Beverages,AquaFresh,BEV-AF-1L,1L,US-D-0215,US-REP-B5F945,No,289187,283403,5561,278,277620,112783,176404,5784,56,13881,4627,52.0
2025-07-01,United States,Southeast,Georgia,GE,Atlanta,33.749,-84.388,Modern Trade,Premium,Beverages,SipWell,BEV-SW-500ML,500ML,US-D-0215,US-REP-B5F945,No,264728,259433,4564,228,254139,103244,161484,5295,46,12707,4236,58.0
2025-07-01,United States,Southeast,Georgia,GE,Atlanta,33.749,-84.388,Modern Trade,Premium,Beverages,ChillUp,BEV-CU-2L,2L,US-D-0215,US-REP-B5F945,No,257625,252473,4025,201,247320,100474,157151,5152,40,12366,4122,64.01
2025-07-01,United States,Southeast,Georgia,GE,Atlanta,33.749,-84.388,Modern Trade,Premium,Beverages,FizzRoot,BEV-FR-750ML,750ML,US-D-0215,US-REP-B5F945,No,234634,229941,3352,167,225249,91507,143127,4693,34,11262,3754,70.0
2025-07-01,United States,Southeast,Georgia,GE,Atlanta,33.749,-84.388,Modern Trade,Premium,Beverages,PureMist,BEV-PM-1L,1L,US-D-0215,US-REP-B5F945,No,211027,206806,2777,138,202586,82301,128726,4221,28,10129,3376,75.99
2025-07-01,United States,Southeast,Georgia,GE,Atlanta,33.749,-84.388,Modern Trade,Premium,Snacks,CrunchyBite,SNK-CB-200G,200G,US-D-0215,US-REP-B5F945,No,192791,188935,3708,185,185079,67477,125314,3856,37,9254,3085,51.99
2025-07-01,United States,Southeast,Georgia,GE,Atlanta,33.749,-84.388,Modern Trade,Premium,Snacks,MasalaMix,SNK-MM-150G,150G,US-D-0215,US-REP-B5F945,No,176485,172955,3043,152,169426,61770,114715,3530,30,8471,2824,58.0
2025-07-01,United States,Southeast,Georgia,GE,Atlanta,33.749,-84.388,Modern Trade,Premium,Snacks,NutPop,SNK-NP-100G,100G,US-D-0215,US-REP-B5F945,No,171750,168315,2684,134,164880,60112,111638,3435,27,8244,2748,63.99
2025-07-01,United States,Southeast,Georgia,GE,Atlanta,33.749,-84.388,Modern Trade,Premium,Snacks,SpiceRack,SNK-SR-250G,250G,US-D-0215,US-REP-B5F945,No,156422,153294,2235,111,150165,54748,101674,3128,22,7508,2503,69.99
2025-07-01,United States,Southeast,Georgia,GE,Atlanta,33.749,-84.388,Modern Trade,Premium,Snacks,ChipsAhoy,SNK-CA-180G,180G,US-D-0215,US-REP-B5F945,No,140684,137870,1851,92,135057,49239,91445,2814,19,6753,2251,76.0
2025-07-01,United States,Southeast,Georgia,GE,Atlanta,33.749,-84.388,Modern Trade,Premium,Personal Care,GlowCare,PC-GC-SOAP,SOAP,US-D-0215,US-REP-B5F945,No,144593,141701,2781,139,138809,62175,82418,2892,28,6940,2313,51.99
2025-07-01,United States,Southeast,Georgia,GE,Atlanta,33.749,-84.388,Modern Trade,Premium,Personal Care,PureShield,PC-PS-SAN,SAN,US-D-0215,US-REP-B5F945,No,132364,129717,2282,114,127069,56917,75447,2647,23,6353,2118,58.0
2025-07-01,United States,Southeast,Georgia,GE,Atlanta,33.749,-84.388,Modern Trade,Premium,Personal Care,FreshWave,PC-FW-SHAMPOO,SHAMPOO,US-D-0215,US-REP-B5F945,No,128812,126236,2013,100,123660,55389,73423,2576,20,6183,2061,63.99
2025-07-01,United States,Southeast,Georgia,GE,Atlanta,33.749,-84.388,Modern Trade,Premium,Personal Care,SilkTouch,PC-ST-LOTION,LOTION,US-D-0215,US-REP-B5F945,No,117317,114971,1676,83,112624,50446,66871,2346,17,5631,1877,70.0
2025-07-01,United States,Southeast,Georgia,GE,Atlanta,33.749,-84.388,Modern Trade,Premium,Personal Care,CleanPro,PC-CP-WASH,WASH,US-D-0215,US-REP-B5F945,No,105513,103403,1388,69,101292,45371,60142,2110,14,5065,1688,76.02
2025-07-01,United States,Southeast,Georgia,GE,Atlanta,33.749,-84.388,General Trade,Mass,Beverages,AquaFresh,BEV-AF-1L,1L,US-D-0215,US-REP-696249,No,258202,254329,4965,248,247874,100699,157503,3873,50,12394,4131,52.0
2025-07-01,United States,Southeast,Georgia,GE,Atlanta,33.749,-84.388,General Trade,Mass,Beverages,SipWell,BEV-SW-500ML,500ML,US-D-0215,US-REP-696249,No,236364,232819,4075,203,226909,92182,144182,3545,41,11345,3782,58.0
2025-07-01,United States,Southeast,Georgia,GE,Atlanta,33.749,-84.388,General Trade,Mass,Beverages,ChillUp,BEV-CU-2L,2L,US-D-0215,US-REP-696249,No,230022,226572,3594,179,220821,89709,140313,3450,36,11041,3680,64.0
2025-07-01,United States,Southeast,Georgia,GE,Atlanta,33.749,-84.388,General Trade,Mass,Beverages,FizzRoot,BEV-FR-750ML,750ML,US-D-0215,US-REP-696249,No,209494,206352,2993,149,201114,81703,127791,3142,30,10056,3352,69.99
2025-07-01,United States,Southeast,Georgia,GE,Atlanta,33.749,-84.388,General Trade,Mass,Beverages,PureMist,BEV-PM-1L,1L,US-D-0215,US-REP-696249,No,188417,185591,2479,123,180880,73483,114934,2826,25,9044,3015,76.01
2025-07-01,United States,Southeast,Georgia,GE,Atlanta,33.749,-84.388,General Trade,Mass,Snacks,CrunchyBite,SNK-CB-200G,200G,US-D-0215,US-REP-696249,No,172135,169553,3310,165,165250,60247,111888,2582,33,8262,2754,52.0
2025-07-01,United States,Southeast,Georgia,GE,Atlanta,33.749,-84.388,General Trade,Mass,Snacks,MasalaMix,SNK-MM-150G,150G,US-D-0215,US-REP-696249,No,157576,155212,2717,135,151273,55152,102424,2364,27,7564,2521,58.0
2025-07-01,United States,Southeast,Georgia,GE,Atlanta,33.749,-84.388,General Trade,Mass,Snacks,NutPop,SNK-NP-100G,100G,US-D-0215,US-REP-696249,No,153348,151048,2396,119,147214,53672,99676,2300,24,7361,2454,64.0
2025-07-01,United States,Southeast,Georgia,GE,Atlanta,33.749,-84.388,General Trade,Mass,Snacks,SpiceRack,SNK-SR-250G,250G,US-D-0215,US-REP-696249,No,139663,137568,1995,99,134076,48882,90781,2095,20,6704,2235,70.01
2025-07-01,United States,Southeast,Georgia,GE,Atlanta,33.749,-84.388,General Trade,Mass,Snacks,ChipsAhoy,SNK-CA-180G,180G,US-D-0215,US-REP-696249,No,125611,123727,1653,82,120587,43964,81647,1884,17,6029,2010,75.99
2025-07-01,United States,Southeast,Georgia,GE,Atlanta,33.749,-84.388,General Trade,Mass,Personal Care,GlowCare,PC-GC-SOAP,SOAP,US-D-0215,US-REP-696249,No,129101,127164,2483,124,123937,55513,73588,1937,25,6197,2066,51.99
2025-07-01,United States,Southeast,Georgia,GE,Atlanta,33.749,-84.388,General Trade,Mass,Personal Care,PureShield,PC-PS-SAN,SAN,US-D-0215,US-REP-696249,No,118182,116409,2038,101,113455,50818,67364,1773,20,5673,1891,57.99
2025-07-01,United States,Southeast,Georgia,GE,Atlanta,33.749,-84.388,General Trade,Mass,Personal Care,FreshWave,PC-FW-SHAMPOO,SHAMPOO,US-D-0215,US-REP-696249,No,115011,113286,1797,89,110411,49455,65556,1725,18,5521,1840,64.0
2025-07-01,United States,Southeast,Georgia,GE,Atlanta,33.749,-84.388,General Trade,Mass,Personal Care,SilkTouch,PC-ST-LOTION,LOTION,US-D-0215,US-REP-696249,No,104747,103176,1496,74,100557,45041,59706,1571,15,5028,1676,70.02
2025-07-01,United States,Southeast,Georgia,GE,Atlanta,33.749,-84.388,General Trade,Mass,Personal Care,CleanPro,PC-CP-WASH,WASH,US-D-0215,US-REP-696249,No,94208,92795,1240,62,90440,40509,53699,1413,12,4522,1507,75.97
2025-07-01,United States,Southeast,Georgia,GE,Atlanta,33.749,-84.388,E-Commerce,Premium,Beverages,AquaFresh,BEV-AF-1L,1L,US-D-0215,US-REP-F8223E,No,307880,295565,5921,296,295565,120073,187807,12315,59,14778,4926,52.0
2025-07-01,United States,Southeast,Georgia,GE,Atlanta,33.749,-84.388,E-Commerce,Premium,Beverages,SipWell,BEV-SW-500ML,500ML,US-D-0215,US-REP-F8223E,No,281840,270566,4859,242,270566,109918,171922,11274,49,13528,4509,58.0
